player,season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,PTS,salary,inflationAdjSalary
Brandon Ingram,2017,SF,19.0,LAL,79.0,40.0,2279.0,276.0,686.0,0.40233236151603496,133.0,214.0,0.6214953271028038,740.0,5519400.0,6676568.0
Kyrie Irving,2017,PG,24.0,CLE,72.0,72.0,2525.0,671.0,1420.0,0.4725352112676056,297.0,328.0,0.9054878048780488,1816.0,18868626.0,22824524.0
Jarrett Jack,2017,PG,33.0,NOP,2.0,0.0,33.0,2.0,3.0,0.6666666666666666,2.0,2.0,1.0,6.0,2328652.0,2816865.0
Demetrius Jackson,2017,PG,22.0,BOS,5.0,0.0,17.0,3.0,4.0,0.75,3.0,6.0,0.5,10.0,319266.0,386199.0
Reggie Jackson,2017,PG,26.0,DET,52.0,50.0,1424.0,284.0,677.0,0.4194977843426883,118.0,136.0,0.8676470588235294,752.0,16000000.0,19354477.0
LeBron James,2017,SF,32.0,CLE,74.0,74.0,2794.0,736.0,1344.0,0.5476190476190477,358.0,531.0,0.6741996233521658,1954.0,33285709.0,40264218.0
Al Jefferson,2017,C,32.0,IND,66.0,1.0,931.0,235.0,471.0,0.4989384288747346,65.0,85.0,0.7647058823529411,535.0,9769821.0,11818111.0
Richard Jefferson,2017,SF,36.0,CLE,79.0,13.0,1614.0,153.0,343.0,0.446064139941691,80.0,108.0,0.7407407407407407,448.0,4828652.0,5841002.0
Brandon Jennings,2017,PG,27.0,TOT,81.0,13.0,1802.0,192.0,535.0,0.35887850467289717,114.0,152.0,0.75,577.0,380830.0,460672.0
Brandon Jennings,2017,PG,27.0,NYK,58.0,11.0,1428.0,163.0,429.0,0.37995337995337997,102.0,135.0,0.7555555555555555,496.0,380830.0,460672.0
Brandon Jennings,2017,PG,27.0,WAS,23.0,2.0,374.0,29.0,106.0,0.27358490566037735,12.0,17.0,0.7058823529411765,81.0,380830.0,460672.0
Jonas Jerebko,2017,PF,29.0,BOS,78.0,6.0,1232.0,114.0,262.0,0.4351145038167939,26.0,37.0,0.7027027027027027,299.0,4000000.0,4838619.0
Amir Johnson,2017,PF,29.0,BOS,80.0,77.0,1608.0,213.0,370.0,0.5756756756756757,67.0,100.0,0.67,520.0,11000000.0,13306203.0
James Johnson,2017,PF,29.0,MIA,76.0,5.0,2085.0,368.0,769.0,0.47854356306892065,152.0,215.0,0.7069767441860465,975.0,13734000.0,16613399.0
Joe Johnson,2017,SF,35.0,UTA,78.0,14.0,1843.0,273.0,626.0,0.43610223642172524,63.0,77.0,0.8181818181818182,715.0,10254904.0,12404893.0
Stanley Johnson,2017,SF,20.0,DET,77.0,1.0,1371.0,129.0,365.0,0.35342465753424657,36.0,53.0,0.6792452830188679,339.0,3097800.0,3747268.0
Tyler Johnson,2017,PG,24.0,MIA,73.0,0.0,2178.0,357.0,824.0,0.433252427184466,195.0,254.0,0.7677165354330708,1002.0,5821260.0,7041715.0
Wesley Johnson,2017,SF,29.0,LAC,68.0,3.0,810.0,73.0,200.0,0.365,11.0,17.0,0.6470588235294118,186.0,5881260.0,7114294.0
Damian Jones,2017,C,21.0,GSW,10.0,0.0,85.0,8.0,16.0,0.5,3.0,10.0,0.3,19.0,1312611.0,1587806.0
Tyus Jones,2017,PG,20.0,MIN,60.0,0.0,774.0,75.0,181.0,0.4143646408839779,33.0,43.0,0.7674418604651163,209.0,1471382.0,1779864.0
DeAndre Jordan,2017,C,28.0,LAC,81.0,81.0,2570.0,412.0,577.0,0.7140381282495667,205.0,425.0,0.4823529411764706,1029.0,22642350.0,27389428.0
Cory Joseph,2017,PG,25.0,TOR,80.0,22.0,2003.0,299.0,661.0,0.4523449319213313,94.0,122.0,0.7704918032786885,740.0,7630000.0,9229666.0
Frank Kaminsky,2017,C,23.0,CHO,75.0,16.0,1954.0,320.0,802.0,0.39900249376558605,118.0,156.0,0.7564102564102564,874.0,2847600.0,3444613.0
Michael Kidd-Gilchrist,2017,SF,23.0,CHO,81.0,81.0,2349.0,295.0,618.0,0.4773462783171521,152.0,194.0,0.7835051546391752,743.0,13000000.0,15725512.0
Sean Kilpatrick,2017,SG,27.0,BRK,70.0,24.0,1754.0,305.0,735.0,0.41496598639455784,204.0,242.0,0.8429752066115702,919.0,4774445.0,5775428.0
Brandon Knight,2017,SG,25.0,PHO,54.0,5.0,1140.0,209.0,525.0,0.3980952380952381,132.0,154.0,0.8571428571428571,595.0,13618750.0,16473986.0
Kyle Korver,2017,SG,35.0,TOT,67.0,22.0,1753.0,239.0,515.0,0.4640776699029126,38.0,42.0,0.9047619047619048,678.0,7000000.0,8467583.0
Kyle Korver,2017,SG,35.0,ATL,32.0,21.0,894.0,108.0,246.0,0.43902439024390244,24.0,27.0,0.8888888888888888,305.0,7000000.0,8467583.0
Kyle Korver,2017,SG,35.0,CLE,35.0,1.0,859.0,131.0,269.0,0.48698884758364314,14.0,15.0,0.9333333333333333,373.0,7000000.0,8467583.0
Kosta Koufos,2017,C,27.0,SAC,71.0,62.0,1419.0,216.0,392.0,0.5510204081632653,38.0,62.0,0.6129032258064516,470.0,8393000.0,10152633.0
Mindaugas Kuzminskas,2017,SF,27.0,NYK,68.0,5.0,1016.0,158.0,369.0,0.4281842818428184,55.0,68.0,0.8088235294117647,425.0,3028410.0,3663330.0
Jeremy Lamb,2017,SG,24.0,CHO,62.0,5.0,1143.0,226.0,491.0,0.46028513238289204,110.0,129.0,0.8527131782945736,603.0,7000000.0,8467583.0
Joffrey Lauvergne,2017,PF-C,25.0,TOT,70.0,1.0,980.0,148.0,336.0,0.44047619047619047,46.0,73.0,0.6301369863013698,375.0,1524305.0,1843882.0
Joffrey Lauvergne,2017,PF,25.0,OKC,50.0,0.0,739.0,111.0,244.0,0.45491803278688525,37.0,58.0,0.6379310344827587,286.0,1524305.0,1843882.0
Joffrey Lauvergne,2017,C,25.0,CHI,20.0,1.0,241.0,37.0,92.0,0.40217391304347827,9.0,15.0,0.6,89.0,1524305.0,1843882.0
Zach LaVine,2017,SG,21.0,MIN,47.0,47.0,1749.0,326.0,710.0,0.4591549295774648,117.0,140.0,0.8357142857142857,889.0,3202217.0,3873577.0
Ty Lawson,2017,PG,29.0,SAC,69.0,24.0,1732.0,237.0,522.0,0.4540229885057471,173.0,217.0,0.7972350230414746,681.0,119009.0,143959.0
Jake Layman,2017,SF,22.0,POR,35.0,1.0,249.0,26.0,89.0,0.29213483146067415,13.0,17.0,0.7647058823529411,78.0,1312611.0,1587806.0
Courtney Lee,2017,SG,31.0,NYK,77.0,74.0,2459.0,321.0,704.0,0.4559659090909091,85.0,98.0,0.8673469387755102,835.0,11747890.0,14210891.0
Alex Len,2017,C,23.0,PHO,77.0,34.0,1560.0,230.0,463.0,0.49676025917926564,150.0,208.0,0.7211538461538461,613.0,4187599.0,5065549.0
Kawhi Leonard,2017,SF,25.0,SAS,74.0,74.0,2474.0,636.0,1312.0,0.4847560975609756,469.0,533.0,0.8799249530956847,1888.0,18868625.0,22824523.0
Meyers Leonard,2017,PF,24.0,POR,74.0,12.0,1222.0,146.0,378.0,0.3862433862433862,35.0,40.0,0.875,401.0,9904495.0,11981020.0
Jon Leuer,2017,PF,27.0,DET,75.0,34.0,1944.0,310.0,646.0,0.47987616099071206,98.0,113.0,0.8672566371681416,767.0,10497319.0,12698132.0
Caris LeVert,2017,SF,22.0,BRK,57.0,26.0,1237.0,171.0,380.0,0.45,67.0,93.0,0.7204301075268817,468.0,1632480.0,1974737.0
DeAndre Liggins,2017,SG,28.0,TOT,62.0,19.0,777.0,55.0,142.0,0.3873239436619718,25.0,40.0,0.625,152.0,1505942.0,1821669.0
DeAndre Liggins,2017,SG,28.0,CLE,61.0,19.0,752.0,52.0,136.0,0.38235294117647056,23.0,37.0,0.6216216216216216,144.0,1505942.0,1821669.0
DeAndre Liggins,2017,SG,28.0,DAL,1.0,0.0,25.0,3.0,6.0,0.5,2.0,3.0,0.6666666666666666,8.0,1505942.0,1821669.0
Damian Lillard,2017,PG,26.0,POR,75.0,75.0,2694.0,661.0,1488.0,0.4442204301075269,488.0,545.0,0.8954128440366973,2024.0,26153057.0,31636171.0
Jeremy Lin,2017,PG,28.0,BRK,36.0,33.0,883.0,175.0,400.0,0.4375,115.0,141.0,0.8156028368794326,523.0,12000000.0,14515858.0
Shaun Livingston,2017,PG,31.0,GSW,76.0,3.0,1345.0,173.0,316.0,0.5474683544303798,42.0,60.0,0.7,389.0,7692308.0,9305037.0
Kevon Looney,2017,C,20.0,GSW,53.0,4.0,447.0,56.0,107.0,0.5233644859813084,21.0,34.0,0.6176470588235294,135.0,1471382.0,1779864.0
Brook Lopez,2017,C,28.0,BRK,75.0,75.0,2222.0,555.0,1172.0,0.4735494880546075,295.0,364.0,0.8104395604395604,1539.0,22642350.0,27389428.0
Robin Lopez,2017,C,28.0,CHI,81.0,81.0,2271.0,382.0,775.0,0.49290322580645163,75.0,104.0,0.7211538461538461,839.0,13788500.0,16679325.0
Kevin Love,2017,PF,28.0,CLE,60.0,60.0,1885.0,370.0,867.0,0.42675893886966554,257.0,295.0,0.8711864406779661,1142.0,22642350.0,27389428.0
Kyle Lowry,2017,PG,30.0,TOR,60.0,60.0,2244.0,426.0,918.0,0.46405228758169936,299.0,365.0,0.8191780821917808,1344.0,28903704.0,34963505.0
Trey Lyles,2017,PF,21.0,UTA,71.0,4.0,1158.0,159.0,439.0,0.3621867881548975,57.0,79.0,0.7215189873417721,440.0,2441400.0,2953251.0
Sheldon Mac,2017,SG,24.0,WAS,30.0,3.0,287.0,30.0,75.0,0.4,23.0,27.0,0.8518518518518519,90.0,1312611.0,1587806.0
Shelvin Mack,2017,PG,26.0,UTA,55.0,9.0,1205.0,170.0,381.0,0.4461942257217848,53.0,77.0,0.6883116883116883,430.0,6000000.0,7257929.0
Ian Mahinmi,2017,C,30.0,WAS,31.0,0.0,555.0,65.0,111.0,0.5855855855855856,43.0,75.0,0.5733333333333334,173.0,16000000.0,19354477.0
Thon Maker,2017,C,19.0,MIL,57.0,34.0,562.0,83.0,181.0,0.4585635359116022,32.0,49.0,0.6530612244897959,226.0,3086784.0,3733943.0
Jarell Martin,2017,PF,22.0,MEM,42.0,3.0,558.0,58.0,151.0,0.3841059602649007,40.0,50.0,0.8,165.0,1471382.0,1779864.0
Wesley Matthews,2017,SG,30.0,DAL,73.0,73.0,2495.0,333.0,847.0,0.39315230224321135,146.0,179.0,0.8156424581005587,986.0,17884175.0,21633678.0
Luc Mbah a Moute,2017,SF,30.0,LAC,80.0,76.0,1787.0,191.0,378.0,0.5052910052910053,59.0,87.0,0.6781609195402298,484.0,2116955.0,2560784.0
James Michael McAdoo,2017,PF,24.0,GSW,52.0,2.0,457.0,62.0,117.0,0.5299145299145299,21.0,42.0,0.5,147.0,77250.0,93445.0
Patrick McCaw,2017,SG,21.0,GSW,71.0,20.0,1074.0,106.0,245.0,0.4326530612244898,29.0,37.0,0.7837837837837838,282.0,1312611.0,1587806.0
CJ McCollum,2017,SG,25.0,POR,80.0,80.0,2796.0,692.0,1441.0,0.48022206800832756,268.0,294.0,0.9115646258503401,1837.0,23962573.0,28986442.0
Chris McCullough,2017,PF,21.0,TOT,16.0,0.0,80.0,16.0,32.0,0.5,3.0,5.0,0.6,36.0,1471382.0,1779864.0
Chris McCullough,2017,PF,21.0,BRK,14.0,0.0,72.0,16.0,31.0,0.5161290322580645,2.0,3.0,0.6666666666666666,35.0,1471382.0,1779864.0
Chris McCullough,2017,PF,21.0,WAS,2.0,0.0,8.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,1471382.0,1779864.0
Doug McDermott,2017,SF,25.0,TOT,66.0,5.0,1508.0,222.0,497.0,0.44668008048289737,71.0,84.0,0.8452380952380952,592.0,3294994.0,3985805.0
Doug McDermott,2017,SF,25.0,CHI,44.0,4.0,1078.0,166.0,373.0,0.4450402144772118,59.0,67.0,0.8805970149253731,447.0,3294994.0,3985805.0
Doug McDermott,2017,SF,25.0,OKC,22.0,1.0,430.0,56.0,124.0,0.45161290322580644,12.0,17.0,0.7058823529411765,145.0,3294994.0,3985805.0
JaVale McGee,2017,C,29.0,GSW,77.0,10.0,739.0,208.0,319.0,0.6520376175548589,56.0,111.0,0.5045045045045045,472.0,2116955.0,2560784.0
Rodney McGruder,2017,SG,25.0,MIA,78.0,65.0,1966.0,190.0,460.0,0.41304347826086957,44.0,71.0,0.6197183098591549,497.0,1312611.0,1587806.0
Ben McLemore,2017,SG,23.0,SAC,61.0,26.0,1176.0,180.0,419.0,0.4295942720763723,70.0,93.0,0.7526881720430108,495.0,5200000.0,6290205.0
Josh McRoberts,2017,PF,29.0,MIA,22.0,14.0,381.0,44.0,118.0,0.3728813559322034,6.0,9.0,0.6666666666666666,107.0,6021175.0,7283543.0
Jodie Meeks,2017,SG,29.0,ORL,36.0,10.0,738.0,103.0,256.0,0.40234375,65.0,74.0,0.8783783783783784,327.0,3290000.0,3979764.0
Salah Mejri,2017,C,30.0,DAL,73.0,11.0,905.0,88.0,137.0,0.6423357664233577,36.0,61.0,0.5901639344262295,213.0,1471382.0,1779864.0
Jordan Mickey,2017,PF,22.0,BOS,25.0,1.0,141.0,15.0,34.0,0.4411764705882353,8.0,14.0,0.5714285714285714,38.0,1471382.0,1779864.0
Khris Middleton,2017,SF,25.0,MIL,29.0,23.0,889.0,150.0,333.0,0.45045045045045046,81.0,92.0,0.8804347826086957,426.0,14100000.0,17056133.0
Paul Millsap,2017,PF,31.0,ATL,69.0,67.0,2343.0,430.0,972.0,0.44238683127572015,311.0,405.0,0.7679012345679013,1246.0,30769231.0,37220149.0
Greg Monroe,2017,C,26.0,MIL,81.0,0.0,1823.0,387.0,726.0,0.5330578512396694,177.0,239.0,0.7405857740585774,951.0,21384175.0,25867470.0
E'Twaun Moore,2017,SG,27.0,NOP,73.0,22.0,1820.0,283.0,619.0,0.45718901453957994,57.0,74.0,0.7702702702702703,700.0,8445024.0,10215564.0
Marcus Morris,2017,SF,27.0,DET,79.0,79.0,2565.0,421.0,1007.0,0.41807348560079444,145.0,185.0,0.7837837837837838,1105.0,5000000.0,6048274.0
Markieff Morris,2017,PF,27.0,WAS,76.0,76.0,2374.0,406.0,889.0,0.4566929133858268,180.0,215.0,0.8372093023255814,1063.0,8000000.0,9677238.0
Timofey Mozgov,2017,C,30.0,LAL,54.0,52.0,1104.0,169.0,328.0,0.5152439024390244,63.0,78.0,0.8076923076923077,401.0,15280000.0,18483525.0
Emmanuel Mudiay,2017,PG,20.0,DEN,55.0,41.0,1406.0,208.0,551.0,0.37749546279491836,131.0,167.0,0.7844311377245509,603.0,3381480.0,4090423.0
Shabazz Muhammad,2017,SF,24.0,MIN,78.0,1.0,1516.0,288.0,598.0,0.4816053511705686,147.0,190.0,0.7736842105263158,772.0,1924755.0,2328288.0
Dejounte Murray,2017,PG,20.0,SAS,38.0,8.0,322.0,50.0,116.0,0.43103448275862066,21.0,30.0,0.7,130.0,1312611.0,1587806.0
Jamal Murray,2017,SG,19.0,DEN,82.0,10.0,1764.0,295.0,730.0,0.4041095890410959,106.0,120.0,0.8833333333333333,811.0,3355320.0,4058779.0
Mike Muscala,2017,C,25.0,ATL,70.0,3.0,1237.0,170.0,337.0,0.5044510385756676,49.0,64.0,0.765625,435.0,5000000.0,6048274.0
Shabazz Napier,2017,PG,25.0,POR,53.0,2.0,512.0,73.0,183.0,0.3989071038251366,38.0,49.0,0.7755102040816326,218.0,2361359.0,2856429.0
Jameer Nelson,2017,PG,34.0,DEN,75.0,39.0,2045.0,268.0,604.0,0.44370860927152317,45.0,63.0,0.7142857142857143,687.0,6998920.0,8466276.0
Raul Neto,2017,PG,24.0,UTA,40.0,0.0,346.0,41.0,91.0,0.45054945054945056,8.0,9.0,0.8888888888888888,100.0,1471382.0,1779864.0
Georges Niang,2017,PF,23.0,IND,23.0,0.0,93.0,9.0,36.0,0.25,2.0,2.0,1.0,21.0,177250.0,214410.0
Andrew Nicholson,2017,PF,27.0,TOT,38.0,0.0,342.0,43.0,111.0,0.38738738738738737,9.0,14.0,0.6428571428571429,100.0,2844429.0,3440777.0
Andrew Nicholson,2017,PF,27.0,WAS,28.0,0.0,231.0,30.0,77.0,0.38961038961038963,7.0,12.0,0.5833333333333334,70.0,2844429.0,3440777.0
Andrew Nicholson,2017,PF,27.0,BRK,10.0,0.0,111.0,13.0,34.0,0.38235294117647056,2.0,2.0,1.0,30.0,2844429.0,3440777.0
Joakim Noah,2017,C,31.0,NYK,46.0,46.0,1015.0,99.0,202.0,0.4900990099009901,34.0,78.0,0.4358974358974359,232.0,17765000.0,21489518.0
Nerlens Noel,2017,C,22.0,TOT,51.0,19.0,1047.0,184.0,309.0,0.5954692556634305,77.0,111.0,0.6936936936936937,445.0,4187599.0,5065549.0
Nerlens Noel,2017,C,22.0,PHI,29.0,7.0,564.0,107.0,175.0,0.6114285714285714,43.0,63.0,0.6825396825396826,257.0,4187599.0,5065549.0
Nerlens Noel,2017,C,22.0,DAL,22.0,12.0,483.0,77.0,134.0,0.5746268656716418,34.0,48.0,0.7083333333333334,188.0,4187599.0,5065549.0
Lucas Nogueira,2017,C,24.0,TOR,57.0,6.0,1088.0,103.0,156.0,0.6602564102564102,44.0,67.0,0.6567164179104478,253.0,2947304.0,3565220.0
Dirk Nowitzki,2017,PF,38.0,DAL,54.0,54.0,1424.0,296.0,678.0,0.4365781710914454,98.0,112.0,0.875,769.0,5000000.0,6048274.0
David Nwaba,2017,SG,24.0,LAL,20.0,2.0,397.0,47.0,81.0,0.5802469135802469,25.0,39.0,0.6410256410256411,120.0,1312611.0,1587806.0
Johnny O'Bryant,2017,PF,23.0,TOT,11.0,0.0,80.0,15.0,30.0,0.5,5.0,6.0,0.8333333333333334,38.0,1524305.0,1843882.0
Johnny O'Bryant,2017,PF,23.0,DEN,7.0,0.0,46.0,7.0,15.0,0.4666666666666667,4.0,4.0,1.0,20.0,1524305.0,1843882.0
Johnny O'Bryant,2017,PF,23.0,CHO,4.0,0.0,34.0,8.0,15.0,0.5333333333333333,1.0,2.0,0.5,18.0,1524305.0,1843882.0
Kyle O'Quinn,2017,C,26.0,NYK,79.0,8.0,1229.0,215.0,413.0,0.5205811138014528,64.0,83.0,0.7710843373493976,496.0,4087500.0,4944464.0
Daniel Ochefu,2017,C,23.0,WAS,19.0,0.0,75.0,12.0,27.0,0.4444444444444444,0.0,2.0,0.0,24.0,50000.0,60482.0
Jahlil Okafor,2017,C,21.0,PHI,50.0,33.0,1134.0,242.0,471.0,0.5138004246284501,106.0,158.0,0.6708860759493671,590.0,4995120.0,6042371.0
Victor Oladipo,2017,SG,24.0,OKC,67.0,67.0,2222.0,412.0,932.0,0.44206008583690987,116.0,154.0,0.7532467532467533,1067.0,21000000.0,25402751.0
Kelly Olynyk,2017,C,25.0,BOS,75.0,6.0,1538.0,260.0,508.0,0.5118110236220472,90.0,123.0,0.7317073170731707,678.0,12007169.0,14524530.0
Chinanu Onuaku,2017,C,20.0,HOU,5.0,1.0,52.0,5.0,7.0,0.7142857142857143,4.0,4.0,1.0,14.0,1312611.0,1587806.0
Zaza Pachulia,2017,C,32.0,GSW,70.0,70.0,1268.0,164.0,307.0,0.5342019543973942,98.0,126.0,0.7777777777777778,426.0,3477600.0,4206695.0
Georgios Papagiannis,2017,C,19.0,SAC,22.0,0.0,355.0,56.0,102.0,0.5490196078431373,12.0,14.0,0.8571428571428571,124.0,2486757.0,3008117.0
Jabari Parker,2017,PF,21.0,MIL,51.0,50.0,1728.0,399.0,814.0,0.49017199017199015,162.0,218.0,0.7431192660550459,1025.0,6782392.0,8204353.0
Tony Parker,2017,PG,34.0,SAS,63.0,63.0,1587.0,265.0,569.0,0.46572934973637964,85.0,117.0,0.7264957264957265,638.0,15453126.0,18692948.0
Chandler Parsons,2017,SF,28.0,MEM,34.0,34.0,675.0,75.0,222.0,0.33783783783783783,35.0,43.0,0.813953488372093,210.0,23112004.0,27957547.0
Patrick Patterson,2017,PF,27.0,TOR,65.0,8.0,1599.0,154.0,384.0,0.4010416666666667,43.0,60.0,0.7166666666666667,445.0,5192000.0,6280527.0
Chris Paul,2017,PG,31.0,LAC,61.0,61.0,1921.0,374.0,785.0,0.4764331210191083,232.0,260.0,0.8923076923076924,1104.0,24268959.0,29357063.0
Adreian Payne,2017,PF,25.0,MIN,18.0,0.0,135.0,23.0,54.0,0.42592592592592593,14.0,19.0,0.7368421052631579,63.0,77250.0,93445.0
Cameron Payne,2017,PG,22.0,TOT,31.0,0.0,462.0,64.0,193.0,0.3316062176165803,5.0,8.0,0.625,160.0,2203440.0,2665401.0
Cameron Payne,2017,PG,22.0,OKC,20.0,0.0,320.0,43.0,130.0,0.33076923076923076,4.0,4.0,1.0,106.0,2203440.0,2665401.0
Cameron Payne,2017,PG,22.0,CHI,11.0,0.0,142.0,21.0,63.0,0.3333333333333333,1.0,4.0,0.25,54.0,2203440.0,2665401.0
Elfrid Payton,2017,PG,22.0,ORL,82.0,58.0,2412.0,430.0,912.0,0.47149122807017546,146.0,211.0,0.6919431279620853,1046.0,3332340.0,4030981.0
Gary Payton II,2017,PG,24.0,MIL,6.0,0.0,99.0,8.0,22.0,0.36363636363636365,3.0,5.0,0.6,20.0,154500.0,186890.0
Paul Pierce,2017,SF,39.0,LAC,25.0,7.0,277.0,28.0,70.0,0.4,10.0,13.0,0.7692307692307693,81.0,3679840.0,4451336.0
Marshall Plumlee,2017,C,24.0,NYK,21.0,1.0,170.0,16.0,30.0,0.5333333333333333,8.0,19.0,0.42105263157894735,40.0,77250.0,93445.0
Mason Plumlee,2017,C,26.0,TOT,81.0,64.0,2148.0,334.0,623.0,0.536115569823435,174.0,300.0,0.58,842.0,14041096.0,16984879.0
Mason Plumlee,2017,C,26.0,POR,54.0,54.0,1516.0,235.0,442.0,0.5316742081447964,127.0,224.0,0.5669642857142857,597.0,14041096.0,16984879.0
Mason Plumlee,2017,C,26.0,DEN,27.0,10.0,632.0,99.0,181.0,0.5469613259668509,47.0,76.0,0.618421052631579,245.0,14041096.0,16984879.0
Miles Plumlee,2017,C,28.0,TOT,45.0,12.0,484.0,44.0,92.0,0.4782608695652174,25.0,39.0,0.6410256410256411,113.0,12400000.0,14999719.0
Miles Plumlee,2017,C,28.0,MIL,32.0,12.0,310.0,30.0,68.0,0.4411764705882353,22.0,35.0,0.6285714285714286,82.0,12400000.0,14999719.0
Miles Plumlee,2017,C,28.0,CHO,13.0,0.0,174.0,14.0,24.0,0.5833333333333334,3.0,4.0,0.75,31.0,12400000.0,14999719.0
Jakob Poeltl,2017,C,21.0,TOR,54.0,4.0,626.0,67.0,115.0,0.5826086956521739,31.0,57.0,0.543859649122807,165.0,2825640.0,3418049.0
Bobby Portis,2017,PF,21.0,CHI,64.0,13.0,1000.0,183.0,375.0,0.488,39.0,59.0,0.6610169491525424,437.0,1516320.0,1834223.0
Dwight Powell,2017,C,25.0,DAL,77.0,3.0,1333.0,194.0,377.0,0.5145888594164456,107.0,141.0,0.7588652482269503,516.0,9003125.0,10890673.0
Norman Powell,2017,SG,23.0,TOR,76.0,18.0,1368.0,227.0,506.0,0.44861660079051385,126.0,159.0,0.7924528301886793,636.0,1471382.0,1779864.0
Alex Poythress,2017,PF,23.0,PHI,6.0,1.0,157.0,25.0,54.0,0.46296296296296297,8.0,10.0,0.8,64.0,778668.0,941919.0
Ronnie Price,2017,PG,33.0,PHO,14.0,0.0,134.0,4.0,24.0,0.16666666666666666,3.0,4.0,0.75,14.0,2442455.0,2954527.0
Taurean Prince,2017,SF,22.0,ATL,59.0,10.0,981.0,114.0,285.0,0.4,74.0,94.0,0.7872340425531915,335.0,2422560.0,2930461.0
Tim Quarterman,2017,SG,22.0,POR,16.0,0.0,80.0,13.0,29.0,0.4482758620689655,0.0,3.0,0.0,31.0,96406.0,116617.0
Chasson Randle,2017,PG,23.0,TOT,26.0,0.0,299.0,40.0,98.0,0.40816326530612246,41.0,43.0,0.9534883720930233,137.0,1312611.0,1587806.0
Chasson Randle,2017,PG,23.0,PHI,8.0,0.0,74.0,12.0,26.0,0.46153846153846156,12.0,12.0,1.0,42.0,1312611.0,1587806.0
Chasson Randle,2017,PG,23.0,NYK,18.0,0.0,225.0,28.0,72.0,0.3888888888888889,29.0,31.0,0.9354838709677419,95.0,1312611.0,1587806.0
Julius Randle,2017,PF,22.0,LAL,74.0,73.0,2132.0,377.0,773.0,0.48771021992238034,204.0,282.0,0.723404255319149,975.0,4149242.0,5019150.0
Zach Randolph,2017,PF,35.0,MEM,73.0,5.0,1786.0,433.0,964.0,0.4491701244813278,141.0,193.0,0.7305699481865285,1028.0,12307692.0,14888059.0
Willie Reed,2017,C,26.0,MIA,71.0,5.0,1031.0,162.0,285.0,0.5684210526315789,49.0,88.0,0.5568181818181818,374.0,1471382.0,1779864.0
Josh Richardson,2017,SG,23.0,MIA,53.0,34.0,1614.0,202.0,513.0,0.3937621832358674,60.0,77.0,0.7792207792207793,539.0,1471382.0,1779864.0
Malachi Richardson,2017,SG,21.0,SAC,22.0,0.0,198.0,28.0,68.0,0.4117647058823529,15.0,19.0,0.7894736842105263,79.0,1504560.0,1819998.0
Austin Rivers,2017,SG,24.0,LAC,74.0,29.0,2054.0,323.0,731.0,0.4418604651162791,132.0,191.0,0.6910994764397905,889.0,11825000.0,14304168.0
Andre Roberson,2017,SF,25.0,OKC,79.0,79.0,2376.0,215.0,463.0,0.46436285097192226,47.0,111.0,0.42342342342342343,522.0,9259260.0,11200508.0
Glenn Robinson III,2017,SF,23.0,IND,69.0,27.0,1427.0,158.0,338.0,0.46745562130177515,54.0,76.0,0.7105263157894737,419.0,1524305.0,1843882.0
Rajon Rondo,2017,PG,30.0,CHI,69.0,42.0,1843.0,229.0,561.0,0.40819964349376114,30.0,50.0,0.6,538.0,6300000.0,7620824.0
Derrick Rose,2017,PG,28.0,NYK,64.0,64.0,2082.0,460.0,977.0,0.47082906857727735,221.0,253.0,0.8735177865612648,1154.0,2533488.0,3064645.0
Terrence Ross,2017,SF,25.0,TOT,78.0,24.0,1955.0,326.0,746.0,0.43699731903485256,64.0,77.0,0.8311688311688312,858.0,10500000.0,12701375.0
Terrence Ross,2017,SF,25.0,TOR,54.0,0.0,1207.0,211.0,479.0,0.4405010438413361,41.0,50.0,0.82,559.0,10500000.0,12701375.0
Terrence Ross,2017,SF,25.0,ORL,24.0,24.0,748.0,115.0,267.0,0.4307116104868914,23.0,27.0,0.8518518518518519,299.0,10500000.0,12701375.0
Terry Rozier,2017,PG,22.0,BOS,74.0,0.0,1263.0,151.0,411.0,0.36739659367396593,51.0,66.0,0.7727272727272727,410.0,1988520.0,2405422.0
Ricky Rubio,2017,PG,26.0,MIN,75.0,75.0,2469.0,261.0,650.0,0.4015384615384615,254.0,285.0,0.8912280701754386,836.0,14100000.0,17056133.0
Brandon Rush,2017,SG,31.0,MIN,47.0,33.0,1030.0,70.0,187.0,0.37433155080213903,13.0,18.0,0.7222222222222222,197.0,119601.0,144675.0
D'Angelo Russell,2017,PG,20.0,LAL,63.0,60.0,1811.0,351.0,867.0,0.40484429065743943,147.0,188.0,0.7819148936170213,984.0,5562360.0,6728535.0
Domantas Sabonis,2017,PF,20.0,OKC,81.0,66.0,1632.0,192.0,481.0,0.3991683991683992,44.0,67.0,0.6567164179104478,479.0,2550000.0,3084619.0
Larry Sanders,2017,C,28.0,CLE,5.0,0.0,13.0,1.0,4.0,0.25,2.0,2.0,1.0,4.0,5000000.0,6048274.0
Mike Scott,2017,PF,28.0,ATL,18.0,0.0,195.0,17.0,59.0,0.288135593220339,7.0,8.0,0.875,45.0,1709538.0,2067950.0
