player,season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,PTS,salary,inflationAdjSalary
Joe Johnson,2009,SG,27.0,ATL,79.0,79.0,3124.0,620.0,1420.0,0.43661971830985913,299.0,362.0,0.8259668508287292,1688.0,14976754.0,20574506.0
Dahntay Jones,2009,SG,28.0,DEN,79.0,71.0,1426.0,154.0,336.0,0.4583333333333333,110.0,151.0,0.7284768211920529,429.0,2500000.0,3434406.0
James Jones,2009,SF,28.0,MIA,40.0,1.0,630.0,55.0,149.0,0.3691275167785235,26.0,31.0,0.8387096774193549,169.0,4320000.0,5934654.0
Solomon Jones,2009,C,24.0,ATL,63.0,0.0,675.0,67.0,111.0,0.6036036036036037,53.0,74.0,0.7162162162162162,188.0,1620000.0,2225495.0
DeAndre Jordan,2009,C,20.0,LAC,53.0,13.0,771.0,93.0,147.0,0.6326530612244898,42.0,109.0,0.3853211009174312,228.0,736420.0,1011666.0
Chris Kaman,2009,C,26.0,LAC,31.0,24.0,921.0,161.0,305.0,0.5278688524590164,51.0,75.0,0.68,373.0,10400000.0,14287132.0
Jason Kapono,2009,SG,27.0,TOR,80.0,12.0,1831.0,261.0,604.0,0.43211920529801323,34.0,42.0,0.8095238095238095,654.0,6212960.0,8535132.0
Jason Kidd,2009,PG,35.0,DAL,81.0,81.0,2886.0,257.0,618.0,0.41585760517799353,86.0,105.0,0.819047619047619,731.0,8000000.0,10990101.0
Andrei Kirilenko,2009,PF,27.0,UTA,67.0,10.0,1831.0,256.0,570.0,0.44912280701754387,244.0,311.0,0.7845659163987139,776.0,16452000.0,22601144.0
Kyle Korver,2009,SF,27.0,UTA,78.0,2.0,1874.0,245.0,560.0,0.4375,112.0,127.0,0.8818897637795275,705.0,5155115.0,7081904.0
Kosta Koufos,2009,C,19.0,UTA,48.0,7.0,565.0,94.0,185.0,0.5081081081081081,36.0,51.0,0.7058823529411765,224.0,1214040.0,1667802.0
Carl Landry,2009,PF,25.0,HOU,69.0,0.0,1467.0,240.0,418.0,0.5741626794258373,157.0,193.0,0.8134715025906736,638.0,3000000.0,4121288.0
Acie Law,2009,PG,24.0,ATL,55.0,1.0,560.0,52.0,139.0,0.37410071942446044,49.0,60.0,0.8166666666666667,162.0,2216160.0,3044477.0
Courtney Lee,2009,SG,23.0,ORL,77.0,42.0,1939.0,243.0,540.0,0.45,78.0,94.0,0.8297872340425532,646.0,1264440.0,1737040.0
David Lee,2009,C,25.0,NYK,81.0,74.0,2824.0,522.0,951.0,0.5488958990536278,249.0,330.0,0.7545454545454545,1293.0,7000000.0,9616338.0
Rashard Lewis,2009,PF,29.0,ORL,79.0,79.0,2859.0,478.0,1089.0,0.4389348025711662,225.0,269.0,0.8364312267657993,1401.0,18876000.0,25931144.0
Shaun Livingston,2009,PG,23.0,TOT,12.0,1.0,231.0,31.0,60.0,0.5166666666666667,9.0,10.0,0.9,71.0,296695.0,407588.0
Shaun Livingston,2009,PG,23.0,MIA,4.0,0.0,41.0,3.0,8.0,0.375,3.0,4.0,0.75,9.0,296695.0,407588.0
Shaun Livingston,2009,PG,23.0,OKC,8.0,1.0,190.0,28.0,52.0,0.5384615384615384,6.0,6.0,1.0,62.0,296695.0,407588.0
Brook Lopez,2009,C,20.0,NJN,82.0,75.0,2501.0,448.0,844.0,0.5308056872037915,172.0,217.0,0.7926267281105991,1068.0,2225880.0,3057830.0
Robin Lopez,2009,C,20.0,PHO,60.0,7.0,614.0,71.0,137.0,0.5182481751824818,47.0,68.0,0.6911764705882353,189.0,1745520.0,2397930.0
Kevin Love,2009,C,20.0,MIN,81.0,37.0,2048.0,316.0,688.0,0.45930232558139533,265.0,336.0,0.7886904761904762,899.0,3401040.0,4672221.0
Kyle Lowry,2009,PG,22.0,TOT,77.0,21.0,1679.0,189.0,434.0,0.43548387096774194,181.0,226.0,0.8008849557522124,584.0,2034997.0,2795602.0
Kyle Lowry,2009,PG,22.0,MEM,49.0,21.0,1071.0,112.0,272.0,0.4117647058823529,129.0,161.0,0.8012422360248447,370.0,2034997.0,2795602.0
Kyle Lowry,2009,PG,22.0,HOU,28.0,0.0,608.0,77.0,162.0,0.47530864197530864,52.0,65.0,0.8,214.0,2034997.0,2795602.0
Mark Madsen,2009,C,33.0,MIN,19.0,1.0,116.0,3.0,14.0,0.21428571428571427,0.0,4.0,0.0,6.0,2840000.0,3901486.0
Corey Maggette,2009,PF,29.0,GSW,51.0,19.0,1588.0,292.0,634.0,0.4605678233438486,342.0,415.0,0.8240963855421687,950.0,8937931.0,12278596.0
Jamaal Magloire,2009,C,30.0,MIA,55.0,12.0,709.0,65.0,131.0,0.4961832061068702,29.0,60.0,0.48333333333333334,159.0,1229225.0,1688663.0
Shawn Marion,2009,SF,30.0,TOT,69.0,68.0,2470.0,382.0,788.0,0.4847715736040609,117.0,147.0,0.7959183673469388,891.0,6635068.0,9115008.0
Shawn Marion,2009,SF,30.0,MIA,42.0,41.0,1516.0,215.0,446.0,0.4820627802690583,67.0,85.0,0.788235294117647,505.0,6635068.0,9115008.0
Shawn Marion,2009,SF,30.0,TOR,27.0,27.0,954.0,167.0,342.0,0.48830409356725146,50.0,62.0,0.8064516129032258,386.0,6635068.0,9115008.0
Sean Marks,2009,C,33.0,NOH,60.0,5.0,838.0,80.0,165.0,0.48484848484848486,30.0,44.0,0.6818181818181818,192.0,1187686.0,1631598.0
Cartier Martin,2009,SF,24.0,CHA,33.0,1.0,266.0,28.0,77.0,0.36363636363636365,20.0,25.0,0.8,86.0,86638.0,119020.0
Kenyon Martin,2009,PF,31.0,DEN,66.0,66.0,2111.0,318.0,648.0,0.49074074074074076,119.0,197.0,0.6040609137055838,769.0,15363636.0,21105990.0
Kevin Martin,2009,SG,25.0,SAC,51.0,46.0,1947.0,341.0,811.0,0.4204685573366215,457.0,527.0,0.8671726755218216,1254.0,10180170.0,13985137.0
Desmond Mason,2009,SG,31.0,OKC,39.0,19.0,1064.0,124.0,285.0,0.43508771929824563,46.0,85.0,0.5411764705882353,294.0,76850.0,105573.0
Roger Mason,2009,SG,28.0,SAS,82.0,71.0,2496.0,349.0,822.0,0.4245742092457421,105.0,118.0,0.8898305084745762,969.0,3780000.0,5192823.0
Jason Maxiell,2009,C,25.0,DET,78.0,4.0,1408.0,184.0,320.0,0.575,84.0,158.0,0.5316455696202531,452.0,5000000.0,6868813.0
Sean May,2009,PF,24.0,CHA,24.0,12.0,301.0,39.0,98.0,0.3979591836734694,14.0,20.0,0.7,93.0,884881.0,1215616.0
Luc Mbah a Moute,2009,PF,22.0,MIL,82.0,52.0,2114.0,227.0,491.0,0.4623217922606925,140.0,192.0,0.7291666666666666,594.0,736420.0,1011666.0
Antonio McDyess,2009,PF,34.0,DET,62.0,30.0,1866.0,268.0,525.0,0.5104761904761905,60.0,86.0,0.6976744186046512,596.0,7500000.0,10303220.0
JaVale McGee,2009,C,21.0,WAS,75.0,14.0,1143.0,191.0,387.0,0.4935400516795866,107.0,162.0,0.6604938271604939,489.0,1496640.0,2056028.0
Tracy McGrady,2009,SG,29.0,HOU,35.0,35.0,1181.0,188.0,485.0,0.38762886597938145,125.0,156.0,0.8012820512820513,545.0,23239562.0,31925643.0
Dominic McGuire,2009,SF,23.0,WAS,79.0,57.0,2072.0,140.0,324.0,0.43209876543209874,74.0,102.0,0.7254901960784313,356.0,825497.0,1134036.0
Josh McRoberts,2009,PF,21.0,IND,33.0,0.0,279.0,35.0,83.0,0.42168674698795183,10.0,13.0,0.7692307692307693,80.0,825497.0,1134036.0
Pops Mensah-Bonsu,2009,PF,25.0,TOT,22.0,0.0,283.0,39.0,103.0,0.3786407766990291,33.0,48.0,0.6875,111.0,330199.0,453614.0
Pops Mensah-Bonsu,2009,PF,25.0,SAS,3.0,0.0,20.0,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,15.0,330199.0,453614.0
Pops Mensah-Bonsu,2009,PF,25.0,TOR,19.0,0.0,263.0,34.0,96.0,0.3541666666666667,28.0,41.0,0.6829268292682927,96.0,330199.0,453614.0
Darius Miles,2009,SF,27.0,MEM,34.0,0.0,298.0,48.0,99.0,0.48484848484848486,23.0,31.0,0.7419354838709677,120.0,9000000.0,12363864.0
Andre Miller,2009,PG,32.0,PHI,82.0,82.0,2976.0,492.0,1041.0,0.47262247838616717,338.0,409.0,0.8264058679706602,1337.0,6730800.0,9246522.0
Brad Miller,2009,C,32.0,TOT,70.0,43.0,2100.0,292.0,614.0,0.4755700325732899,224.0,272.0,0.8235294117647058,831.0,12250000.0,16828593.0
Brad Miller,2009,C,32.0,SAC,43.0,43.0,1354.0,184.0,388.0,0.4742268041237113,125.0,156.0,0.8012820512820513,513.0,12250000.0,16828593.0
Brad Miller,2009,C,32.0,CHI,27.0,0.0,746.0,108.0,226.0,0.4778761061946903,99.0,116.0,0.853448275862069,318.0,12250000.0,16828593.0
Mike Miller,2009,SF,28.0,MIN,73.0,47.0,2356.0,264.0,548.0,0.48175182481751827,109.0,149.0,0.7315436241610739,722.0,9750000.0,13394186.0
Paul Millsap,2009,PF,23.0,UTA,76.0,38.0,2290.0,400.0,749.0,0.5340453938584779,228.0,326.0,0.6993865030674846,1028.0,7692932.0,10568263.0
Yao Ming,2009,C,28.0,HOU,77.0,77.0,2589.0,566.0,1032.0,0.5484496124031008,381.0,440.0,0.865909090909091,1514.0,16378325.0,22499932.0
Cuttino Mobley,2009,SG,33.0,LAC,11.0,11.0,365.0,63.0,146.0,0.4315068493150685,13.0,18.0,0.7222222222222222,151.0,9500000.0,13050745.0
Nazr Mohammed,2009,C,31.0,CHA,39.0,1.0,341.0,41.0,101.0,0.40594059405940597,22.0,40.0,0.55,104.0,6466600.0,8883573.0
Jamario Moon,2009,SF,28.0,TOT,80.0,60.0,2068.0,222.0,474.0,0.46835443037974683,68.0,80.0,0.85,577.0,2750000.0,3777847.0
Jamario Moon,2009,SF,28.0,TOR,54.0,39.0,1379.0,150.0,317.0,0.47318611987381703,55.0,65.0,0.8461538461538461,393.0,2750000.0,3777847.0
Jamario Moon,2009,SF,28.0,MIA,26.0,21.0,689.0,72.0,157.0,0.4585987261146497,13.0,15.0,0.8666666666666667,184.0,2750000.0,3777847.0
Mikki Moore,2009,PF-C,33.0,TOT,70.0,20.0,1202.0,114.0,206.0,0.5533980582524272,48.0,61.0,0.7868852459016393,276.0,2537952.0,3486543.0
Mikki Moore,2009,PF,33.0,SAC,46.0,20.0,746.0,63.0,121.0,0.5206611570247934,34.0,42.0,0.8095238095238095,160.0,2537952.0,3486543.0
Mikki Moore,2009,C,33.0,BOS,24.0,0.0,456.0,51.0,85.0,0.6,14.0,19.0,0.7368421052631579,116.0,2537952.0,3486543.0
Randolph Morris,2009,C,23.0,ATL,23.0,0.0,89.0,7.0,17.0,0.4117647058823529,4.0,4.0,1.0,18.0,855189.0,1174826.0
Adam Morrison,2009,SF,24.0,TOT,52.0,5.0,711.0,80.0,223.0,0.35874439461883406,17.0,23.0,0.7391304347826086,209.0,5257229.0,7222185.0
Adam Morrison,2009,SF,24.0,CHA,44.0,5.0,667.0,76.0,211.0,0.36018957345971564,16.0,21.0,0.7619047619047619,199.0,5257229.0,7222185.0
Adam Morrison,2009,SF,24.0,LAL,8.0,0.0,44.0,4.0,12.0,0.3333333333333333,1.0,2.0,0.5,10.0,5257229.0,7222185.0
Anthony Morrow,2009,SG,23.0,GSW,67.0,17.0,1515.0,255.0,534.0,0.47752808988764045,80.0,92.0,0.8695652173913043,676.0,736420.0,1011666.0
Troy Murphy,2009,PF,28.0,IND,73.0,73.0,2482.0,364.0,767.0,0.4745762711864407,152.0,184.0,0.8260869565217391,1041.0,11047619.0,15176807.0
Ronald Murray,2009,SG,29.0,ATL,80.0,2.0,1975.0,355.0,795.0,0.44654088050314467,177.0,233.0,0.759656652360515,974.0,1990000.0,2733787.0
Steve Nash,2009,PG,34.0,PHO,74.0,74.0,2484.0,428.0,851.0,0.5029377203290247,196.0,210.0,0.9333333333333333,1160.0,13125000.0,18030635.0
Jameer Nelson,2009,PG,26.0,ORL,42.0,42.0,1309.0,267.0,531.0,0.5028248587570622,86.0,97.0,0.8865979381443299,702.0,6138888.0,8433375.0
Joakim Noah,2009,C,23.0,CHI,80.0,55.0,1938.0,207.0,372.0,0.5564516129032258,123.0,182.0,0.6758241758241759,537.0,2455680.0,3373521.0
Steve Novak,2009,PF,25.0,LAC,71.0,3.0,1161.0,176.0,396.0,0.4444444444444444,21.0,23.0,0.9130434782608695,492.0,855189.0,1174826.0
Dirk Nowitzki,2009,PF,30.0,DAL,81.0,81.0,3050.0,774.0,1616.0,0.47896039603960394,485.0,545.0,0.8899082568807339,2094.0,19795714.0,27194613.0
Patrick O'Bryant,2009,C,22.0,TOT,39.0,3.0,255.0,45.0,84.0,0.5357142857142857,11.0,20.0,0.55,101.0,1620000.0,2225495.0
Patrick O'Bryant,2009,C,22.0,BOS,26.0,0.0,108.0,16.0,31.0,0.5161290322580645,8.0,12.0,0.6666666666666666,40.0,1620000.0,2225495.0
Patrick O'Bryant,2009,C,22.0,TOR,13.0,3.0,147.0,29.0,53.0,0.5471698113207547,3.0,8.0,0.375,61.0,1620000.0,2225495.0
Jermaine O'Neal,2009,C,30.0,TOT,68.0,61.0,2027.0,365.0,770.0,0.474025974025974,175.0,222.0,0.7882882882882883,905.0,23016000.0,31618522.0
Jermaine O'Neal,2009,C,30.0,TOR,41.0,34.0,1216.0,220.0,465.0,0.4731182795698925,115.0,142.0,0.8098591549295775,555.0,23016000.0,31618522.0
Jermaine O'Neal,2009,C,30.0,MIA,27.0,27.0,811.0,145.0,305.0,0.47540983606557374,60.0,80.0,0.75,350.0,23016000.0,31618522.0
Shaquille O'Neal,2009,C,36.0,PHO,75.0,75.0,2252.0,512.0,841.0,0.6087990487514863,309.0,519.0,0.5953757225433526,1333.0,20000000.0,27475254.0
Fabricio Oberto,2009,C,33.0,SAS,54.0,11.0,677.0,61.0,104.0,0.5865384615384616,20.0,35.0,0.5714285714285714,142.0,3900000.0,5357673.0
Greg Oden,2009,C,21.0,POR,61.0,39.0,1314.0,198.0,351.0,0.5641025641025641,144.0,226.0,0.6371681415929203,540.0,5361240.0,7365071.0
Lamar Odom,2009,PF,29.0,LAL,78.0,32.0,2316.0,346.0,703.0,0.492176386913229,160.0,257.0,0.622568093385214,885.0,7500000.0,10303220.0
Emeka Okafor,2009,C,26.0,CHA,82.0,81.0,2691.0,433.0,772.0,0.560880829015544,219.0,369.0,0.5934959349593496,1085.0,10538937.0,14477998.0
Mehmet Okur,2009,C,29.0,UTA,72.0,72.0,2409.0,431.0,888.0,0.48536036036036034,273.0,334.0,0.8173652694610778,1225.0,9000000.0,12363864.0
Kevin Ollie,2009,PG,36.0,MIN,50.0,21.0,850.0,61.0,150.0,0.4066666666666667,80.0,96.0,0.8333333333333334,202.0,1306455.0,1794759.0
Travis Outlaw,2009,SF,24.0,POR,81.0,6.0,2246.0,385.0,850.0,0.45294117647058824,175.0,242.0,0.7231404958677686,1034.0,4000000.0,5495050.0
Zaza Pachulia,2009,C,24.0,ATL,77.0,26.0,1473.0,159.0,320.0,0.496875,163.0,230.0,0.7086956521739131,481.0,4750000.0,6525372.0
Anthony Parker,2009,SG,33.0,TOR,80.0,71.0,2637.0,321.0,754.0,0.42572944297082227,121.0,145.0,0.8344827586206897,857.0,2644230.0,3632544.0
Tony Parker,2009,PG,26.0,SAS,72.0,71.0,2456.0,639.0,1263.0,0.505938242280285,284.0,363.0,0.7823691460055097,1581.0,12600000.0,17309410.0
Chris Paul,2009,PG,23.0,NOH,78.0,78.0,3002.0,631.0,1255.0,0.502788844621514,455.0,524.0,0.8683206106870229,1781.0,13520500.0,18573958.0
Oleksiy Pecherov,2009,C,23.0,WAS,32.0,0.0,277.0,39.0,101.0,0.38613861386138615,24.0,29.0,0.8275862068965517,116.0,1547640.0,2126090.0
Kendrick Perkins,2009,C,24.0,BOS,76.0,76.0,2253.0,276.0,478.0,0.5774058577405857,96.0,160.0,0.6,648.0,4250000.0,5838491.0
Morris Peterson,2009,SG,31.0,NOH,43.0,9.0,515.0,73.0,183.0,0.3989071038251366,12.0,19.0,0.631578947368421,191.0,6212960.0,8535132.0
Johan Petro,2009,C,23.0,TOT,49.0,22.0,559.0,73.0,176.0,0.4147727272727273,16.0,29.0,0.5517241379310345,162.0,884881.0,1215616.0
Johan Petro,2009,C,23.0,OKC,22.0,12.0,342.0,46.0,113.0,0.40707964601769914,10.0,15.0,0.6666666666666666,102.0,884881.0,1215616.0
Johan Petro,2009,C,23.0,DEN,27.0,10.0,217.0,27.0,63.0,0.42857142857142855,6.0,14.0,0.42857142857142855,60.0,884881.0,1215616.0
Paul Pierce,2009,SF,31.0,BOS,81.0,81.0,3035.0,540.0,1181.0,0.4572396274343776,459.0,553.0,0.8300180831826401,1658.0,19795712.0,27194610.0
James Posey,2009,SG,32.0,NOH,75.0,0.0,2140.0,216.0,524.0,0.4122137404580153,120.0,146.0,0.821917808219178,668.0,6031800.0,8286261.0
Leon Powe,2009,PF,25.0,BOS,70.0,7.0,1227.0,177.0,338.0,0.5236686390532544,184.0,267.0,0.6891385767790262,538.0,855189.0,1174826.0
Josh Powell,2009,PF,26.0,LAL,60.0,1.0,703.0,106.0,239.0,0.4435146443514644,38.0,50.0,0.76,250.0,959111.0,1317590.0
Ronnie Price,2009,PG,25.0,UTA,52.0,17.0,738.0,77.0,203.0,0.3793103448275862,34.0,45.0,0.7555555555555555,207.0,1250000.0,1717203.0
Tayshaun Prince,2009,SF,28.0,DET,82.0,82.0,3057.0,459.0,1020.0,0.45,189.0,243.0,0.7777777777777778,1163.0,10324380.0,14183248.0
Joel Przybilla,2009,C,29.0,POR,82.0,43.0,1952.0,168.0,269.0,0.6245353159851301,112.0,169.0,0.6627218934911243,448.0,6857725.0,9420886.0
Chris Quinn,2009,PG,25.0,MIA,66.0,0.0,962.0,118.0,289.0,0.4083044982698962,47.0,58.0,0.8103448275862069,339.0,1055000.0,1449319.0
Anthony Randolph,2009,PF,19.0,GSW,63.0,22.0,1129.0,199.0,431.0,0.4617169373549884,101.0,141.0,0.7163120567375887,499.0,1837560.0,2524371.0
Shavlik Randolph,2009,PF,25.0,POR,10.0,0.0,37.0,8.0,13.0,0.6153846153846154,1.0,4.0,0.25,18.0,343542.0,471944.0
Zach Randolph,2009,PF-C,27.0,TOT,50.0,45.0,1757.0,415.0,873.0,0.4753722794959908,179.0,244.0,0.7336065573770492,1041.0,16000000.0,21980203.0
Zach Randolph,2009,C,27.0,NYK,11.0,11.0,388.0,82.0,189.0,0.43386243386243384,55.0,67.0,0.8208955223880597,226.0,16000000.0,21980203.0
Zach Randolph,2009,PF,27.0,LAC,39.0,34.0,1369.0,333.0,684.0,0.4868421052631579,124.0,177.0,0.7005649717514124,815.0,16000000.0,21980203.0
Theo Ratliff,2009,C,35.0,PHI,46.0,0.0,579.0,34.0,64.0,0.53125,21.0,35.0,0.6,89.0,1306455.0,1794759.0
Michael Redd,2009,SG,29.0,MIL,33.0,32.0,1203.0,249.0,547.0,0.45521023765996343,131.0,161.0,0.8136645962732919,699.0,17040000.0,23408916.0
Jason Richardson,2009,SG,28.0,TOT,72.0,71.0,2410.0,465.0,974.0,0.47741273100616016,153.0,199.0,0.7688442211055276,1212.0,13333333.0,18316835.0
Jason Richardson,2009,SG,28.0,CHA,14.0,14.0,491.0,97.0,220.0,0.4409090909090909,41.0,55.0,0.7454545454545455,262.0,13333333.0,18316835.0
Jason Richardson,2009,SG,28.0,PHO,58.0,57.0,1919.0,368.0,754.0,0.4880636604774536,112.0,144.0,0.7777777777777778,950.0,13333333.0,18316835.0
Quentin Richardson,2009,SG,28.0,NYK,72.0,51.0,1894.0,262.0,667.0,0.39280359820089955,89.0,117.0,0.7606837606837606,733.0,9352400.0,12847978.0
Luke Ridnour,2009,PG,27.0,MIL,72.0,50.0,2033.0,250.0,621.0,0.4025764895330113,133.0,153.0,0.869281045751634,688.0,6500000.0,8929457.0
Nate Robinson,2009,PG,24.0,NYK,74.0,11.0,2209.0,449.0,1028.0,0.4367704280155642,249.0,296.0,0.8412162162162162,1272.0,4000000.0,5495050.0
Rajon Rondo,2009,PG,22.0,BOS,80.0,80.0,2642.0,383.0,759.0,0.5046113306982872,172.0,268.0,0.6417910447761194,953.0,2094922.0,2877925.0
Derrick Rose,2009,PG,20.0,CHI,81.0,80.0,3000.0,574.0,1208.0,0.47516556291390727,197.0,250.0,0.788,1361.0,5184480.0,7122245.0
Quinton Ross,2009,SF,27.0,MEM,68.0,7.0,1164.0,99.0,259.0,0.38223938223938225,34.0,42.0,0.8095238095238095,265.0,1033342.0,1419566.0
Brandon Roy,2009,SG,24.0,POR,78.0,78.0,2903.0,633.0,1318.0,0.4802731411229135,416.0,505.0,0.8237623762376237,1765.0,3910816.0,5372533.0
Brandon Rush,2009,SG,23.0,IND,75.0,19.0,1803.0,243.0,575.0,0.4226086956521739,46.0,66.0,0.696969696969697,610.0,1934160.0,2657076.0
Kareem Rush,2009,SG,28.0,PHI,25.0,1.0,199.0,20.0,58.0,0.3448275862068966,4.0,4.0,1.0,54.0,534906.0,734833.0
John Salmons,2009,SF,29.0,TOT,79.0,74.0,2959.0,516.0,1093.0,0.47209515096065874,288.0,347.0,0.829971181556196,1446.0,5456000.0,7495249.0
John Salmons,2009,SF,29.0,SAC,53.0,53.0,1980.0,351.0,744.0,0.4717741935483871,191.0,232.0,0.8232758620689655,970.0,5456000.0,7495249.0
John Salmons,2009,SF,29.0,CHI,26.0,21.0,979.0,165.0,349.0,0.47277936962750716,97.0,115.0,0.8434782608695652,476.0,5456000.0,7495249.0
Brian Scalabrine,2009,C,30.0,BOS,39.0,8.0,504.0,48.0,114.0,0.42105263157894735,16.0,18.0,0.8888888888888888,136.0,3413793.0,4689741.0
Luis Scola,2009,PF,28.0,HOU,82.0,82.0,2488.0,424.0,799.0,0.5306633291614519,196.0,258.0,0.7596899224806202,1044.0,3375600.0,4637273.0
Thabo Sefolosha,2009,SF-SG,24.0,TOT,66.0,36.0,1453.0,152.0,357.0,0.4257703081232493,61.0,73.0,0.8356164383561644,389.0,2759628.0,3791074.0
Thabo Sefolosha,2009,SF,24.0,CHI,43.0,14.0,735.0,79.0,182.0,0.4340659340659341,21.0,25.0,0.84,194.0,2759628.0,3791074.0
Thabo Sefolosha,2009,SG,24.0,OKC,23.0,22.0,718.0,73.0,175.0,0.41714285714285715,40.0,48.0,0.8333333333333334,195.0,2759628.0,3791074.0
Ramon Sessions,2009,PG,22.0,MIL,79.0,39.0,2173.0,345.0,775.0,0.44516129032258067,281.0,354.0,0.7937853107344632,977.0,3670667.0,5042625.0
Bobby Simmons,2009,SF,28.0,NJN,71.0,44.0,1729.0,198.0,441.0,0.4489795918367347,43.0,58.0,0.7413793103448276,556.0,10560000.0,14506934.0
James Singleton,2009,PF,27.0,DAL,62.0,6.0,884.0,117.0,221.0,0.5294117647058824,67.0,78.0,0.8589743589743589,314.0,1030189.0,1415235.0
Brian Skinner,2009,PF,32.0,LAC,51.0,21.0,843.0,92.0,205.0,0.44878048780487806,30.0,47.0,0.6382978723404256,214.0,1306455.0,1794759.0
Craig Smith,2009,PF,25.0,MIN,74.0,31.0,1460.0,289.0,514.0,0.5622568093385214,168.0,248.0,0.6774193548387096,746.0,2500000.0,3434406.0
Joe Smith,2009,C,33.0,TOT,57.0,3.0,1102.0,156.0,333.0,0.46846846846846846,59.0,82.0,0.7195121951219512,374.0,1306455.0,1794759.0
Joe Smith,2009,C,33.0,OKC,36.0,3.0,691.0,99.0,218.0,0.4541284403669725,38.0,54.0,0.7037037037037037,238.0,1306455.0,1794759.0
Joe Smith,2009,C,33.0,CLE,21.0,0.0,411.0,57.0,115.0,0.4956521739130435,21.0,28.0,0.75,136.0,1306455.0,1794759.0
Josh Smith,2009,PF,23.0,ATL,69.0,69.0,2421.0,418.0,849.0,0.4923439340400471,211.0,359.0,0.5877437325905293,1073.0,10800000.0,14836637.0
Darius Songaila,2009,C,30.0,WAS,77.0,29.0,1521.0,243.0,457.0,0.5317286652078774,80.0,90.0,0.8888888888888888,566.0,4526000.0,6217650.0
Marreese Speights,2009,C,21.0,PHI,79.0,2.0,1263.0,252.0,502.0,0.50199203187251,102.0,132.0,0.7727272727272727,608.0,1658280.0,2278083.0
Jerry Stackhouse,2009,SG,34.0,DAL,10.0,1.0,162.0,16.0,60.0,0.26666666666666666,7.0,7.0,1.0,42.0,2668598.0,3666019.0
DeShawn Stevenson,2009,SG,27.0,WAS,32.0,25.0,886.0,72.0,231.0,0.3116883116883117,32.0,60.0,0.5333333333333333,211.0,3886928.0,5339716.0
Rodney Stuckey,2009,PG,22.0,DET,79.0,65.0,2517.0,401.0,913.0,0.43921139101861995,233.0,290.0,0.803448275862069,1058.0,1805040.0,2479696.0
Sebastian Telfair,2009,PG,23.0,MIN,75.0,43.0,2095.0,267.0,697.0,0.3830703012912482,131.0,160.0,0.81875,738.0,2500000.0,3434406.0
Jason Terry,2009,SG,31.0,DAL,74.0,11.0,2491.0,541.0,1168.0,0.4631849315068493,198.0,225.0,0.88,1447.0,9862500.0,13548734.0
Etan Thomas,2009,C,30.0,WAS,26.0,7.0,306.0,32.0,66.0,0.48484848484848486,16.0,23.0,0.6956521739130435,80.0,7350000.0,10097155.0
Kurt Thomas,2009,PF,36.0,SAS,79.0,10.0,1404.0,153.0,304.0,0.5032894736842105,37.0,45.0,0.8222222222222222,343.0,3800000.0,5220298.0
Tim Thomas,2009,PF,31.0,TOT,64.0,6.0,1247.0,189.0,438.0,0.4315068493150685,89.0,121.0,0.7355371900826446,545.0,7773055.0,10678332.0
Tim Thomas,2009,PF,31.0,LAC,10.0,5.0,220.0,34.0,90.0,0.37777777777777777,21.0,34.0,0.6176470588235294,95.0,7773055.0,10678332.0
Tim Thomas,2009,PF,31.0,NYK,36.0,1.0,773.0,119.0,258.0,0.46124031007751937,54.0,67.0,0.8059701492537313,345.0,7773055.0,10678332.0
Tim Thomas,2009,PF,31.0,CHI,18.0,0.0,254.0,36.0,90.0,0.4,14.0,20.0,0.7,105.0,7773055.0,10678332.0
Tyrus Thomas,2009,PF,22.0,CHI,79.0,61.0,2175.0,308.0,683.0,0.45095168374816985,238.0,304.0,0.7828947368421053,857.0,4743598.0,6516578.0
Jason Thompson,2009,PF,22.0,SAC,82.0,56.0,2303.0,356.0,717.0,0.496513249651325,198.0,286.0,0.6923076923076923,910.0,2035920.0,2796870.0
Al Thornton,2009,SF,25.0,LAC,71.0,67.0,2654.0,469.0,1051.0,0.4462416745956232,236.0,313.0,0.7539936102236422,1194.0,1900200.0,2610423.0
Anthony Tolliver,2009,PF,23.0,SAS,19.0,0.0,208.0,19.0,65.0,0.2923076923076923,5.0,10.0,0.5,52.0,411529.0,565342.0
Alando Tucker,2009,SG,24.0,PHO,30.0,1.0,282.0,52.0,121.0,0.4297520661157025,26.0,33.0,0.7878787878787878,138.0,1071720.0,1472288.0
Ronny Turiaf,2009,C,26.0,GSW,79.0,26.0,1696.0,186.0,366.0,0.5081967213114754,98.0,124.0,0.7903225806451613,470.0,4140000.0,5687377.0
Ime Udoka,2009,SF,31.0,SAS,67.0,3.0,1035.0,110.0,287.0,0.3832752613240418,28.0,46.0,0.6086956521739131,289.0,838034.0,1151259.0
Beno Udrih,2009,PG,26.0,SAC,73.0,72.0,2270.0,321.0,696.0,0.46120689655172414,123.0,150.0,0.82,800.0,6031800.0,8286261.0
Charlie Villanueva,2009,PF,24.0,MIL,78.0,47.0,2095.0,487.0,1089.0,0.44719926538108357,201.0,240.0,0.8375,1264.0,6500000.0,8929457.0
